单词,总次数,完形,阅读,新题型,翻译,写作,完整试卷,未分类,出现年份
steward,2,0,0,1,0,0,0,1,2017
housekeeper,2,0,0,1,0,0,0,1,2017
concealed,2,0,0,1,0,0,0,1,2017
fled,2,0,0,1,0,0,0,1,2017
warren's,2,0,0,1,0,0,0,1,2017
shoe-polish,2,0,0,1,0,0,0,1,2017
imprisoned,2,0,0,1,0,0,0,1,2017
humiliations,2,0,0,1,0,0,0,1,2017
wound,2,0,0,1,0,0,0,1,2017
deepest,2,0,0,1,0,0,0,1,2017
plunged,2,0,0,1,0,0,0,1,2017
bleaker,2,0,0,1,0,0,0,1,2017
orphan's,2,0,0,1,0,0,0,1,2017
workhouse,2,0,0,1,0,0,0,1,2017
slums,2,0,0,1,0,0,0,1,2017
nicholas,2,0,0,1,0,0,0,1,2017
nickleby,2,0,0,1,0,0,0,1,2017
darkness,2,0,0,1,0,0,0,1,2017
twis,2,0,0,1,0,0,0,1,2017
sunlig,2,0,0,1,0,0,0,1,2017
popu,2,0,0,1,0,0,0,1,2017
lar,2,0,0,1,0,0,0,1,2017
ity,2,0,0,1,0,0,0,1,2017
ese,2,0,0,1,0,0,0,1,2017
consolidated,2,0,0,1,0,0,0,1,2017
internationally,2,0,0,1,0,0,0,1,2017
fade,2,0,0,0,1,0,0,1,2017
usage,2,0,0,0,1,0,0,1,2017
contentedness,2,0,0,0,1,0,0,1,2017
monoglot,2,0,0,0,1,0,0,1,2017
bleak,2,0,0,0,1,0,0,1,2017
multilingual,2,0,0,0,1,0,0,1,2017
youngsters,2,0,0,0,1,0,0,1,2017
proving,2,0,0,0,1,0,0,1,2017
primary-school,2,0,0,0,1,0,0,1,2017
curriculum,2,0,0,0,1,0,0,1,2017
schoolchildren,2,0,0,0,1,0,0,1,2017
fluency,2,0,0,0,1,0,0,1,2017
arabic,2,0,0,0,1,0,0,1,2017
mandarin,2,0,0,0,1,0,0,1,2017
outsourcing,2,0,0,0,1,0,0,1,2017
spreads,2,0,0,0,1,0,0,1,2017
english-speaking,2,0,0,0,1,0,0,1,2017
slippage,2,0,0,0,1,0,0,1,2017
newly-arrived,2,0,0,0,0,1,0,1,2017
australian,2,0,0,0,0,1,0,1,2017
attractions,2,0,0,0,0,1,0,1,2017
pleasurable,2,1,0,0,0,0,0,1,2018
triggers,2,1,0,0,0,0,0,1,2018
herding,2,1,0,0,0,0,0,1,2018
swiss,2,1,0,0,0,0,0,1,2018
sprayed,2,1,0,0,0,0,0,1,2018
lend,2,1,0,0,0,0,0,1,2018
inhaled,2,1,0,0,0,0,0,1,2018
sixth,2,1,0,0,0,0,0,1,2018
dishonesty,2,1,0,0,0,0,0,1,2018
differentiate,2,1,0,0,0,0,0,1,2018
toddlers,2,1,0,0,0,0,0,1,2018
exclaiming,2,1,0,0,0,0,0,1,2018
wow,2,1,0,0,0,0,0,1,2018
tricked,2,1,0,0,0,0,0,1,2018
follow-up,2,1,0,0,0,0,0,1,2018
consult,2,1,0,0,0,0,0,1,2018
substitutes,2,1,0,0,0,0,0,1,2018
monitor,2,1,0,0,0,0,0,1,2018
transferred,2,1,0,0,0,0,0,1,2018
entrusted,2,1,0,0,0,0,0,1,2018
remembered,2,1,0,0,0,0,0,1,2018
betrayed,2,1,0,0,0,0,0,1,2018
hesitant,2,1,0,0,0,0,0,1,2018
inflexible,2,1,0,0,0,0,0,1,2018
incapable,2,1,0,0,0,0,0,1,2018
unsuitable,2,1,0,0,0,0,0,1,2018
unmentioned,2,0,1,0,0,0,0,1,2018
lower-income,2,0,1,0,0,0,0,1,2018
gardening,2,0,1,0,0,0,0,1,2018
occupations,2,0,1,0,0,0,0,1,2018
upheaval,2,0,1,0,0,0,0,1,2018
luddites,2,0,1,0,0,0,0,1,2018
displaced,2,0,1,0,0,0,0,1,2018
mechanized,2,0,1,0,0,0,0,1,2018
looms,2,0,1,0,0,0,0,1,2018
erik,2,0,1,0,0,0,0,1,2018
brynjolfsson,2,0,1,0,0,0,0,1,2018
mcafee,2,0,1,0,0,0,0,1,2018
rethinking,2,0,1,0,0,0,0,1,2018
curriculums,2,0,1,0,0,0,0,1,2018
fostering,2,0,1,0,0,0,0,1,2018
instruction,2,0,1,0,0,0,0,1,2018
revive,2,0,1,0,0,0,0,1,2018
dynamism,2,0,1,0,0,0,0,1,2018
smoothed,2,0,1,0,0,0,0,1,2018
printers,2,0,1,0,0,0,0,1,2018
rethought,2,0,1,0,0,0,0,1,2018
subsidies,2,0,1,0,0,0,0,1,2018
upended,2,0,1,0,0,0,0,1,2018
destroying,2,0,1,0,0,0,0,1,2018
laborers,2,0,1,0,0,0,0,1,2018
worries,2,0,1,0,0,0,0,1,2018
tackled,2,0,1,0,0,0,0,1,2018
job-hunting,2,0,1,0,0,0,0,1,2018
cooperative,2,0,1,0,0,0,0,1,2018
widening,2,0,1,0,0,0,0,1,2018
alarming,2,0,1,0,0,0,0,1,2018
two-thirds,2,0,1,0,0,0,0,1,2018
disapprove,2,0,1,0,0,0,0,1,2018
trump's,2,0,1,0,0,0,0,1,2018
filtered,2,0,1,0,0,0,0,1,2018
michigan,2,0,1,0,0,0,0,1,2018
skillful,2,0,1,0,0,0,0,1,2018
separating,2,0,1,0,0,0,0,1,2018
focus-group,2,0,1,0,0,0,0,1,2018
cross-check,2,0,1,0,0,0,0,1,2018
wisconsin-madison,2,0,1,0,0,0,0,1,2018
re-share,2,0,1,0,0,0,0,1,2018
counteracting,2,0,1,0,0,0,0,1,2018
roxanne,2,0,1,0,0,0,0,1,2018
news-filtering,2,0,1,0,0,0,0,1,2018
ofnews,2,0,1,0,0,0,0,1,2018
sharpen,2,0,1,0,0,0,0,1,2018
boast,2,0,1,0,0,0,0,1,2018
joumalists,2,0,1,0,0,0,0,1,2018
counteraction,2,0,1,0,0,0,0,1,2018
socialmedia,2,0,1,0,0,0,0,1,2018
fair-minded,2,0,1,0,0,0,0,1,2018
damning,2,0,1,0,0,0,0,1,2018
apologized,2,0,1,0,0,0,0,1,2018
mended,2,0,1,0,0,0,0,1,2018
scrutinised,2,0,1,0,0,0,0,1,2018
permissions,2,0,1,0,0,0,0,1,2018
cleaned,2,0,1,0,0,0,0,1,2018
angle,2,0,1,0,0,0,0,1,2018
processed,2,0,1,0,0,0,0,1,2018
aggregation,2,0,1,0,0,0,0,1,2018
builds,2,0,1,0,0,0,0,1,2018
maladapted,2,0,1,0,0,0,0,1,2018
pharma,2,0,1,0,0,0,0,1,2018
feudalism,2,0,1,0,0,0,0,1,2018
latter's,2,0,1,0,0,0,0,1,2018
sincere,2,0,1,0,0,0,0,1,2018
apologies,2,0,1,0,0,0,0,1,2018
rivalry,2,0,1,0,0,0,0,1,2018
pharmas,2,0,1,0,0,0,0,1,2018
bleed,2,0,1,0,0,0,0,1,2018
fiscal,2,0,1,0,0,0,0,1,2018
exceeded,2,0,1,0,0,0,0,1,2018
unfunded,2,0,1,0,0,0,0,1,2018
liabilities,2,0,1,0,0,0,0,1,2018
brink,2,0,1,0,0,0,0,1,2018
bankruptcy,2,0,1,0,0,0,0,1,2018
squeeze,2,0,1,0,0,0,0,1,2018
bread-and-butter,2,0,1,0,0,0,0,1,2018
greeting-card,2,0,1,0,0,0,0,1,2018
makers,2,0,1,0,0,0,0,1,2018
self-interested,2,0,1,0,0,0,0,1,2018
usps's,2,0,1,0,0,0,0,1,2018
overseer,2,0,1,0,0,0,0,1,2018
deferring,2,0,1,0,0,0,0,1,2018
modernization,2,0,1,0,0,0,0,1,2018
system's,2,0,1,0,0,0,0,1,2018
heaviest,2,0,1,0,0,0,0,1,2018
fix,2,0,1,0,0,0,0,1,2018
penny-per,2,0,1,0,0,0,0,1,2018
offset,2,0,1,0,0,0,0,1,2018
pre-funding,2,0,1,0,0,0,0,1,2018
afloat,2,0,1,0,0,0,0,1,2018
omission,2,0,1,0,0,0,0,1,2018
agency's,2,0,1,0,0,0,0,1,2018
enjoys,2,0,1,0,0,0,0,1,2018
killed,2,0,1,0,0,0,0,1,2018
unbalanced,2,0,1,0,0,0,0,1,2018
modernize,2,0,1,0,0,0,0,1,2018
incompetence,2,0,1,0,0,0,0,1,2018
addressed,2,0,1,0,0,0,0,1,2018
rate-increase,2,0,1,0,0,0,0,1,2018
starts,2,0,1,0,0,0,0,1,2018
cheese,2,0,1,0,0,0,0,1,2018
illness,2,0,1,0,0,0,0,1,2018
band-aid,2,0,1,0,0,0,0,1,2018
horror,2,0,0,1,0,0,0,1,2018
erected,2,0,0,1,0,0,0,1,2018
ofl,2,0,0,1,0,0,0,1,2018
department's,2,0,0,1,0,0,0,1,2018
wmg,2,0,0,1,0,0,0,1,2018
four-story,2,0,0,1,0,0,0,1,2018
diplomatic,2,0,0,1,0,0,0,1,2018
secretary's,2,0,0,1,0,0,0,1,2018
oriental,2,0,0,1,0,0,0,1,2018
rugs,2,0,0,1,0,0,0,1,2018
stenciled,2,0,0,1,0,0,0,1,2018
ceiling,2,0,0,1,0,0,0,1,2018
stenciling,2,0,0,1,0,0,0,1,2018
marquetry,2,0,0,1,0,0,0,1,2018
floors,2,0,0,1,0,0,0,1,2018
formulating,2,0,0,1,0,0,0,1,2018
diplomats,2,0,0,1,0,0,0,1,2018
eeob's,2,0,0,1,0,0,0,1,2018
theodore,2,0,0,1,0,0,0,1,2018
franklin,2,0,0,1,0,0,0,1,2018
roosevelt,2,0,0,1,0,0,0,1,2018
taft,2,0,0,1,0,0,0,1,2018
dwight,2,0,0,1,0,0,0,1,2018
lyndon,2,0,0,1,0,0,0,1,2018
ford,2,0,0,1,0,0,0,1,2018
winston,2,0,0,1,0,0,0,1,2018
churchill,2,0,0,1,0,0,0,1,2018
walked,2,0,0,1,0,0,0,1,2018
emissaries,2,0,0,1,0,0,0,1,2018
cordell,2,0,0,1,0,0,0,1,2018
bombing,2,0,0,1,0,0,0,1,2018
pearl,2,0,0,1,0,0,0,1,2018
harbor,2,0,0,1,0,0,0,1,2018
architectural,2,0,0,1,0,0,0,1,2018
supervising,2,0,0,1,0,0,0,1,2018
architect,2,0,0,1,0,0,0,1,2018
staffs,2,0,0,1,0,0,0,1,2018
finished,2,0,0,1,0,0,0,1,2018
tiled,2,0,0,1,0,0,0,1,2018
plaster,2,0,0,1,0,0,0,1,2018
monumental,2,0,0,1,0,0,0,1,2018
curving,2,0,0,1,0,0,0,1,2018
staircases,2,0,0,1,0,0,0,1,2018
individually,2,0,0,1,0,0,0,1,2018
bronze,2,0,0,1,0,0,0,1,2018
balusters,2,0,0,1,0,0,0,1,2018
capped,2,0,0,1,0,0,0,1,2018
skylight,2,0,0,1,0,0,0,1,2018
domes,2,0,0,1,0,0,0,1,2018
glass,2,0,0,1,0,0,0,1,2018
rotundas,2,0,0,1,0,0,0,1,2018
necessitated,2,0,0,1,0,0,0,1,2018
demolition,2,0,0,1,0,0,0,1,2018
coincident,2,0,0,0,1,0,0,1,2018
witnessing,2,0,0,0,1,0,0,1,2018
comedy,2,0,0,0,1,0,0,1,2018
farcical,2,0,0,0,1,0,0,1,2018
supplying,2,0,0,0,1,0,0,1,2018
entertainment,2,0,0,0,1,0,0,1,2018
rome,2,0,0,0,1,0,0,1,2018
playhouse,2,0,0,0,1,0,0,1,2018
choir,2,0,0,0,1,0,0,1,2018
paul's,2,0,0,0,1,0,0,1,2018
chapel,2,0,0,0,1,0,0,1,2018
prospered,2,0,0,0,1,0,0,1,2018
lyly,2,0,0,0,1,0,0,1,2018
peele,2,0,0,0,1,0,0,1,2018
greene,2,0,0,0,1,0,0,1,2018
comedies,2,0,0,0,1,0,0,1,2018
kyd,2,0,0,0,1,0,0,1,2018
marlowe,2,0,0,0,1,0,0,1,2018
euripides,2,0,0,0,1,0,0,1,2018
playhouses,2,0,0,0,1,0,0,1,2018
elizabethan,2,0,0,0,1,0,0,1,2018
blossoming,2,0,0,0,1,0,0,1,2018
dramatists,2,0,0,0,1,0,0,1,2018
thousand,2,0,0,0,1,0,0,1,2018
hosts,2,0,0,0,1,0,0,1,2018
gps,2,1,0,0,0,0,0,1,2019
apps,2,1,0,0,0,0,0,1,2019
smartphones,2,1,0,0,0,0,0,1,2019
compass,2,1,0,0,0,0,0,1,2019
valleys,2,1,0,0,0,0,0,1,2019
ofpeople,2,1,0,0,0,0,0,1,2019
you've,2,1,0,0,0,0,0,1,2019
bearings,2,1,0,0,0,0,0,1,2019
habitation,2,1,0,0,0,0,0,1,2019
carve,2,1,0,0,0,0,0,1,2019
scan,2,1,0,0,0,0,0,1,2019
streetlights,2,1,0,0,0,0,0,1,2019
glow,2,1,0,0,0,0,0,1,2019
blazes,2,1,0,0,0,0,0,1,2019
tire,2,1,0,0,0,0,0,1,2019
uncrowded,2,1,0,0,0,0,0,1,2019
unexpectedly,2,1,0,0,0,0,0,1,2019
shades,2,1,0,0,0,0,0,1,2019
mysterious,2,1,0,0,0,0,0,1,2019
belongings,2,1,0,0,0,0,0,1,2019
restrict,2,1,0,0,0,0,0,1,2019
wrongdoing,2,0,1,0,0,0,0,1,2019
clawback,2,0,1,0,0,0,0,1,2019
decisionmaking,2,0,1,0,0,0,0,1,2019
worsened,2,0,1,0,0,0,0,1,2019
haldane,2,0,1,0,0,0,0,1,2019
plums,2,0,1,0,0,0,0,1,2019
eaten,2,0,1,0,0,0,0,1,2019
dubbed,2,0,1,0,0,0,0,1,2019
equities,2,0,1,0,0,0,0,1,2019
gallagher,2,0,1,0,0,0,0,1,2019
securities,2,0,1,0,0,0,0,1,2019
sarbanes-oxley,2,0,1,0,0,0,0,1,2019
defer,2,0,1,0,0,0,0,1,2019
disclosure,2,0,1,0,0,0,0,1,2019
ofresponsibility,2,0,1,0,0,0,0,1,2019
adverse,2,0,1,0,0,0,0,1,2019
prevalence,2,0,1,0,0,0,0,1,2019
virtue,2,0,1,0,0,0,0,1,2019
grade-point,2,0,1,0,0,0,0,1,2019
averages,2,0,1,0,0,0,0,1,2019
student's,2,0,1,0,0,0,0,1,2019
gpa,2,0,1,0,0,0,0,1,2019
little-known,2,0,1,0,0,0,0,1,2019
college-level,2,0,1,0,0,0,0,1,2019
campuses,2,0,1,0,0,0,0,1,2019
forgiven,2,0,1,0,0,0,0,1,2019
incurring,2,0,1,0,0,0,0,1,2019
jack,2,0,1,0,0,0,0,1,2019
miner,2,0,1,0,0,0,0,1,2019
registrar,2,0,1,0,0,0,0,1,2019
satisfies,2,0,1,0,0,0,0,1,2019
retention,2,0,1,0,0,0,0,1,2019
ofgpas,2,0,1,0,0,0,0,1,2019
enrollments,2,0,1,0,0,0,0,1,2019
analyzing,2,0,1,0,0,0,0,1,2019
comparing,2,0,1,0,0,0,0,1,2019
long-run,2,0,1,0,0,0,0,1,2019
prometheus,2,0,1,0,0,0,0,1,2019
shelley,2,0,1,0,0,0,0,1,2019
electric,2,0,1,0,0,0,0,1,2019
bulb,2,0,1,0,0,0,0,1,2019
foreshadow,2,0,1,0,0,0,0,1,2019
depicted,2,0,1,0,0,0,0,1,2019
westworld,2,0,1,0,0,0,0,1,2019
reproduced,2,0,1,0,0,0,0,1,2019
eagleman,2,0,1,0,0,0,0,1,2019
poses,2,0,1,0,0,0,0,1,2019
thorny,2,0,1,0,0,0,0,1,2019
drivers,2,0,1,0,0,0,0,1,2019
split-second,2,0,1,0,0,0,0,1,2019
reflexes,2,0,1,0,0,0,0,1,2019
input,2,0,1,0,0,0,0,1,2019
ears,2,0,1,0,0,0,0,1,2019
imaginable,2,0,1,0,0,0,0,1,2019
masses,2,0,1,0,0,0,0,1,2019
tan,2,0,1,0,0,0,0,1,2019
kiat,2,0,1,0,0,0,0,1,2019
singapore-based,2,0,1,0,0,0,0,1,2019
singapore,2,0,1,0,0,0,0,1,2019
mega-corporations,2,0,1,0,0,0,0,1,2019
spring,2,0,1,0,0,0,0,1,2019
ai-directed,2,0,1,0,0,0,0,1,2019
explainable,2,0,1,0,0,0,0,1,2019
transparent,2,0,1,0,0,0,0,1,2019
frankenstein's,2,0,1,0,0,0,0,1,2019
out-of-control,2,0,1,0,0,0,0,1,2019
shelley's,2,0,1,0,0,0,0,1,2019
fascinates,2,0,1,0,0,0,0,1,2019
eagleman's,2,0,1,0,0,0,0,1,2019
reproduce,2,0,1,0,0,0,0,1,2019
pledges,2,0,1,0,0,0,0,1,2019
affirmation,2,0,1,0,0,0,0,1,2019
ofai,2,0,1,0,0,0,0,1,2019
killers,2,0,1,0,0,0,0,1,2019
ofdollars,2,0,1,0,0,0,0,1,2019
shipping,2,0,1,0,0,0,0,1,2019
customer's,2,0,1,0,0,0,0,1,2019
weren't,2,0,1,0,0,0,0,1,2019
opinionjoined,2,0,1,0,0,0,0,1,2019
otherjustices,2,0,1,0,0,0,0,1,2019
hadn't,2,0,1,0,0,0,0,1,2019
shipped,2,0,1,0,0,0,0,1,2019
warehouses,2,0,1,0,0,0,0,1,2019
collects,2,0,1,0,0,0,0,1,2019
addresses,2,0,1,0,0,0,0,1,2019
ebay,2,0,1,0,0,0,0,1,2019
etsy,2,0,1,0,0,0,0,1,2019
out-of-state,2,0,1,0,0,0,0,1,2019
neil,2,0,1,0,0,0,0,1,2019
saunders,2,0,1,0,0,0,0,1,2019
complying,2,0,1,0,0,0,0,1,2019
entrepreneurship,2,0,1,0,0,0,0,1,2019
advocacy,2,0,1,0,0,0,0,1,2019
criticized,2,0,1,0,0,0,0,1,2019
purchasers,2,0,1,0,0,0,0,1,2019
rulehas,2,0,1,0,0,0,0,1,2019
hindered,2,0,1,0,0,0,0,1,2019
harmed,2,0,1,0,0,0,0,1,2019
boosted,2,0,1,0,0,0,0,1,2019
big-chain,2,0,1,0,0,0,0,1,2019
conflicting,2,0,1,0,0,0,0,1,2019
cites,2,0,1,0,0,0,0,1,2019
analyzes,2,0,1,0,0,0,0,1,2019
unhelpful,2,0,0,1,0,0,0,1,2019
beating,2,0,0,1,0,0,0,1,2019
leaming,2,0,0,1,0,0,0,1,2019
disagree,2,0,0,1,0,0,0,1,2019
readjust,2,0,0,1,0,0,0,1,2019
accuse,2,0,0,1,0,0,0,1,2019
humility,2,0,0,1,0,0,0,1,2019
honestly,2,0,0,1,0,0,0,1,2019
charitably,2,0,0,1,0,0,0,1,2019
impartially,2,0,0,1,0,0,0,1,2019
objections,2,0,0,1,0,0,0,1,2019
listen,2,0,0,1,0,0,0,1,2019
bloodied,2,0,0,1,0,0,0,1,2019
dismal,2,0,0,1,0,0,0,1,2019
competitions,2,0,0,1,0,0,0,1,2019
ball,2,0,0,1,0,0,0,1,2019
dale,2,0,0,1,0,0,0,1,2019
aversion,2,0,0,1,0,0,0,1,2019
mistaken,2,0,0,1,0,0,0,1,2019
conversation,2,0,0,1,0,0,0,1,2019
cheating,2,0,0,1,0,0,0,1,2019
learns,2,0,0,1,0,0,0,1,2019
counter,2,0,0,1,0,0,0,1,2019
needy,2,0,0,1,0,0,0,1,2019
realised,2,0,0,0,1,0,0,1,2019
recognise,2,0,0,0,1,0,0,1,2019
purports,2,0,0,0,1,0,0,1,2019
kilo,2,0,0,0,1,0,0,1,2019
broccoli,2,0,0,0,1,0,0,1,2019
pernicious,2,0,0,0,1,0,0,1,2019
anaemia,2,0,0,0,1,0,0,1,2019
broadcasters,2,0,0,0,1,0,0,1,2019
lay,2,0,0,0,1,0,0,1,2019
short-lived,2,0,0,0,1,0,0,1,2019
dietary,2,0,0,0,1,0,0,1,2019
enthusiasms,2,0,0,0,1,0,0,1,2019
titled,2,0,0,0,1,0,0,1,2019
society's,2,0,0,0,1,0,0,1,2019
intriguing,2,0,0,0,1,0,0,1,2019
advancement,2,0,0,0,1,0,0,1,2019
quantit,2,0,0,0,1,0,0,1,2019
assessmen,2,0,0,0,1,0,0,1,2019
famed,2,0,0,0,1,0,0,1,2019
boiling,2,0,0,0,1,0,0,1,2019
ambiguity,2,0,0,0,1,0,0,1,2019
quantitative,2,0,0,0,1,0,0,1,2019
reproducible,2,0,0,0,1,0,0,1,2019
aiding,2,0,0,0,0,1,0,1,2019
specifying,2,0,0,0,0,1,0,1,2019
weekend,2,0,0,0,0,0,1,1,2020
culinary,2,0,0,0,0,0,1,1,2020
pleasures,2,0,0,0,0,0,1,1,2020
cooked,2,0,0,0,0,0,1,1,2020
temperatures,2,0,0,0,0,0,1,1,2020
crisping,2,0,0,0,0,0,1,1,2020
potatoes,2,0,0,0,0,0,1,1,2020
crust,2,0,0,0,0,0,1,1,2020
pizzas,2,0,0,0,0,0,1,1,2020
toast,2,0,0,0,0,0,1,1,2020
bread,2,0,0,0,0,0,1,1,2020
neurological,2,0,0,0,0,0,1,1,2020
mice,2,0,0,0,0,0,1,1,2020
precautionary,2,0,0,0,0,0,1,1,2020
rumoured,2,0,0,0,0,0,1,1,2020
boiled,2,0,0,0,0,0,1,1,2020
steamed,2,0,0,0,0,0,1,1,2020
yorkshire,2,0,0,0,0,0,1,1,2020
wine,2,0,0,0,0,0,1,1,2020
intake,2,0,0,0,0,0,1,1,2020
pushy,2,0,0,0,0,0,1,1,2020
overprotective,2,0,0,0,0,0,1,1,2020
match,2,0,0,0,0,0,1,1,2020
intensified,2,0,0,0,0,0,1,1,2020
cancelled,2,0,0,0,0,0,1,1,2020
secondary,2,0,0,0,0,0,1,1,2020
resemblance,2,0,0,0,0,0,1,1,2020
mps,2,0,0,0,0,0,1,1,2020
yvette,2,0,0,0,0,0,1,1,2020
coventry,2,0,0,0,0,0,1,1,2020
avalanche,2,0,0,0,0,0,1,1,2020
booby,2,0,0,0,0,0,1,1,2020
prestigious,2,0,0,0,0,0,1,1,2020
sought-after,2,0,0,0,0,0,1,1,2020
bagged,2,0,0,0,0,0,1,1,2020
liverpool,2,0,0,0,0,0,1,1,2020
cynic,2,0,0,0,0,0,1,1,2020
verge,2,0,0,0,0,0,1,1,2020
fever,2,0,0,0,0,0,1,1,2020
self-celebration,2,0,0,0,0,0,1,1,2020
desperation,2,0,0,0,0,0,1,1,2020
reinvent,2,0,0,0,0,0,1,1,2020
post-brexit,2,0,0,0,0,0,1,1,2020
follow-village,2,0,0,0,0,0,1,1,2020
suburb,2,0,0,0,0,0,1,1,2020
bedrooms,2,0,0,0,0,0,1,1,2020
high-profile,2,0,0,0,0,0,1,1,2020
nudge,2,0,0,0,0,0,1,1,2020
self-image,2,0,0,0,0,0,1,1,2020
bolder,2,0,0,0,0,0,1,1,2020
glasgow's,2,0,0,0,0,0,1,1,2020
powerhouse,2,0,0,0,0,0,1,1,2020
honouring,2,0,0,0,0,0,1,1,2020
celebrating,2,0,0,0,0,0,1,1,2020
jeremy,2,0,0,0,0,0,1,1,2020
hope-filled,2,0,0,0,0,0,1,1,2020
town-city,2,0,0,0,0,0,1,1,2020
cooperation-among,2,0,0,0,0,0,1,1,2020
self-deceiving,2,0,0,0,0,0,1,1,2020
eye-catching,2,0,0,0,0,0,1,1,2020
inaccessible,2,0,0,0,0,0,1,1,2020
holder,2,0,0,0,0,0,1,1,2020
endeavours,2,0,0,0,0,0,1,1,2020
aspiration,2,0,0,0,0,0,1,1,2020
commits,2,0,0,0,0,0,1,1,2020
contrasting,2,0,0,0,0,0,1,1,2020
favourable,2,0,0,0,0,0,1,1,2020
specialised,2,0,0,0,0,0,1,1,2020
unstoppably,2,0,0,0,0,0,1,1,2020
photocopier,2,0,0,0,0,0,1,1,2020
ecosystem,2,0,0,0,0,0,1,1,2020
prep,2,0,0,0,0,0,1,1,2020
ring,2,0,0,0,0,0,1,1,2020
subscriptions,2,0,0,0,0,0,1,1,2020
resembles,2,0,0,0,0,0,1,1,2020
rebalancing,2,0,0,0,0,0,1,1,2020
thrived,2,0,0,0,0,0,1,1,2020
generously,2,0,0,0,0,0,1,1,2020
render,2,0,0,0,0,0,1,1,2020
burdens,2,0,0,0,0,0,1,1,2020
characterizes,2,0,0,0,0,0,1,1,2020
triumphs,2,0,0,0,0,0,1,1,2020
progressives,2,0,0,0,0,0,1,1,2020
insincere,2,0,0,0,0,0,1,1,2020
virtue-signaling,2,0,0,0,0,0,1,1,2020
jason,2,0,0,0,0,0,1,1,2020
speaker,2,0,0,0,0,0,1,1,2020
pro,2,0,0,0,0,0,1,1,2020
tempore,2,0,0,0,0,0,1,1,2020
patricia,2,0,0,0,0,0,1,1,2020
parity,2,0,0,0,0,0,1,1,2020
state-government,2,0,0,0,0,0,1,1,2020
califomia,2,0,0,0,0,0,1,1,2020
signing,2,0,0,0,0,0,1,1,2020
jerry,2,0,0,0,0,0,1,1,2020
admitted,2,0,0,0,0,0,1,1,2020
expressly,2,0,0,0,0,0,1,1,2020
classifies,2,0,0,0,0,0,1,1,2020
unconstitutional,2,0,0,0,0,0,1,1,2020
frowns,2,0,0,0,0,0,1,1,2020
sex-based,2,0,0,0,0,0,1,1,2020
classifications,2,0,0,0,0,0,1,1,2020
mirror,2,0,0,0,0,0,1,1,2020
norway,2,0,0,0,0,0,1,1,2020
alice,2,0,0,0,0,0,1,1,2020
skirt,2,0,0,0,0,0,1,1,2020
scoop,2,0,0,0,0,0,1,1,2020
somebody,2,0,0,0,0,0,1,1,2020
pushes,2,0,0,0,0,0,1,1,2020
equity,2,0,0,0,0,0,1,1,2020
self-serving,2,0,0,0,0,0,1,1,2020
feelgood,2,0,0,0,0,0,1,1,2020
califormia,2,0,0,0,0,0,1,1,2020
irritated,2,0,0,0,0,0,1,1,2020
needlessness,2,0,0,0,0,0,1,1,2020
norway's,2,0,0,0,0,0,1,1,2020
underestimation,2,0,0,0,0,0,1,1,2020
unqualified,2,0,0,0,0,0,1,1,2020
policymaking,2,0,0,0,0,0,1,1,2020
targeting,2,0,0,0,0,0,1,1,2020
gaf,2,0,0,0,0,0,1,1,2020
awaits,2,0,0,0,0,0,1,1,2020
emmanuel,2,0,0,0,0,0,1,1,2020
macron,2,0,0,0,0,0,1,1,2020
discriminates,2,0,0,0,0,0,1,1,2020
proposing,2,0,0,0,0,0,1,1,2020
soup,2,0,0,0,0,0,1,1,2020
dpt,2,0,0,0,0,0,1,1,2020
diverted,2,0,0,0,0,0,1,1,2020
australia's,2,0,0,0,0,0,1,1,2020
maal,2,0,0,0,0,0,1,1,2020
anti-avoidance,2,0,0,0,0,0,1,1,2020
india's,2,0,0,0,0,0,1,1,2020
sep,2,0,0,0,0,0,1,1,2020
contemplated,2,0,0,0,0,0,1,1,2020
specifics,2,0,0,0,0,0,1,1,2020
organization's,2,0,0,0,0,0,1,1,2020
countermeasures,2,0,0,0,0,0,1,1,2020
apt,2,0,0,0,0,0,1,1,2020
arouse,2,0,0,0,0,0,1,1,2020
redistribution,2,0,0,0,0,0,1,1,2020
giants'revenue,2,0,0,0,0,0,1,1,2020
multinationals'monopoly,2,0,0,0,0,0,1,1,2020
taxing,2,0,0,0,0,0,1,1,2020
oecd's,2,0,0,0,0,0,1,1,2020
resisted,2,0,0,0,0,0,1,1,2020
readjusted,2,0,0,0,0,0,1,1,2020
confronted,2,0,0,0,0,0,1,1,2020
fixations,2,0,0,0,0,0,1,1,2020
rude,2,0,0,0,0,0,1,1,2020
reacts,2,0,0,0,0,0,1,1,2020
investigated,2,0,0,0,0,0,1,1,2020
antagonistic,2,0,0,0,0,0,1,1,2020
here's,2,0,0,0,0,0,1,1,2020
pleasant,2,0,0,0,0,0,1,1,2020
complimentary,2,0,0,0,0,0,1,1,2020
someone's,2,0,0,0,0,0,1,1,2020
monica,2,0,0,0,0,0,1,1,2020
bonnie,2,0,0,0,0,0,1,1,2020
auyeung,2,0,0,0,0,0,1,1,2020
interviewer,2,0,0,0,0,0,1,1,2020
high-functioning,2,0,0,0,0,0,1,1,2020
autistic,2,0,0,0,0,0,1,1,2020
eye-tracking,2,0,0,0,0,0,1,1,2020
intimidation,2,0,0,0,0,0,1,1,2020
adversarial,2,0,0,0,0,0,1,1,2020
politician,2,0,0,0,0,0,1,1,2020
